deal_id,rep_id,customer,product,deal_value,stage,close_date,month,sales_cycle_days
71,1,Client_069,Consulting Package,8214.929688,Won,3/7/2024,3/1/2024,38
72,1,Client_024,Starter Pack,2054.139893,Won,3/5/2024,3/1/2024,68
73,1,Client_010,Consulting Package,1535.400024,Won,3/15/2024,3/1/2024,45
74,1,Client_071,Enterprise Suite,0,Lost,3/26/2024,3/1/2024,17
75,1,Client_070,Enterprise Suite,0,Lost,3/21/2024,3/1/2024,19
76,1,Client_031,Pro License,0,Lost,3/25/2024,3/1/2024,40
77,1,Client_062,Pro License,0,Lost,3/16/2024,3/1/2024,39
78,1,Client_022,Consulting Package,0,Lost,3/2/2024,3/1/2024,14
79,1,Client_034,Consulting Package,0,Lost,3/13/2024,3/1/2024,32
80,1,Client_090,Support Contract,0,Lost,3/14/2024,3/1/2024,56
81,1,Client_063,Pro License,0,Lost,3/23/2024,3/1/2024,26
82,1,Client_008,Support Contract,416.8500061,Won,4/10/2024,4/1/2024,41
83,1,Client_008,Starter Pack,23319.60938,Won,4/24/2024,4/1/2024,83
84,1,Client_075,Consulting Package,7960.27002,Won,4/2/2024,4/1/2024,20
85,1,Client_021,Enterprise Suite,1191.97998,Won,4/17/2024,4/1/2024,81
86,1,Client_024,Enterprise Suite,29.79000092,Won,4/17/2024,4/1/2024,24
87,1,Client_087,Pro License,9092.389648,Won,4/20/2024,4/1/2024,22
88,1,Client_073,Pro License,6602.310059,Won,4/13/2024,4/1/2024,29
89,1,Client_006,Support Contract,7025.040039,Won,4/19/2024,4/1/2024,90
90,1,Client_085,Support Contract,7937.299805,Won,4/3/2024,4/1/2024,67
91,1,Client_041,Starter Pack,413.9100037,Won,4/19/2024,4/1/2024,80
92,1,Client_031,Starter Pack,2388.340088,Won,4/7/2024,4/1/2024,54
93,1,Client_086,Starter Pack,662.5999756,Won,4/13/2024,4/1/2024,30
94,1,Client_097,Enterprise Suite,10699.16016,Won,4/15/2024,4/1/2024,54
95,1,Client_080,Support Contract,5252.930176,Won,4/1/2024,4/1/2024,72
96,1,Client_069,Pro License,2161.959961,Won,4/4/2024,4/1/2024,23
97,1,Client_017,Starter Pack,353.3200073,Won,4/17/2024,4/1/2024,47
98,1,Client_048,Starter Pack,2004.150024,Won,4/3/2024,4/1/2024,45
99,1,Client_070,Starter Pack,2116.199951,Won,4/6/2024,4/1/2024,70
100,1,Client_002,Support Contract,7036.939941,Won,4/20/2024,4/1/2024,81
101,1,Client_018,Starter Pack,5460.549805,Won,4/10/2024,4/1/2024,27
102,1,Client_014,Support Contract,0,Lost,4/4/2024,4/1/2024,23
103,1,Client_037,Support Contract,0,Lost,4/9/2024,4/1/2024,27
104,1,Client_044,Pro License,0,Lost,4/23/2024,4/1/2024,57
105,1,Client_034,Support Contract,0,Lost,4/21/2024,4/1/2024,45
106,1,Client_007,Enterprise Suite,0,Lost,4/9/2024,4/1/2024,54
107,1,Client_036,Enterprise Suite,0,Lost,4/14/2024,4/1/2024,14
108,1,Client_099,Pro License,0,Lost,4/11/2024,4/1/2024,54
109,1,Client_095,Consulting Package,6407.939941,Won,5/9/2024,5/1/2024,34
110,1,Client_072,Enterprise Suite,7337.819824,Won,5/18/2024,5/1/2024,68
111,1,Client_089,Pro License,4226.490234,Won,5/4/2024,5/1/2024,23
112,1,Client_048,Support Contract,7560.959961,Won,5/18/2024,5/1/2024,18
113,1,Client_056,Pro License,3492.540039,Won,5/18/2024,5/1/2024,32
114,1,Client_047,Enterprise Suite,3794.5,Won,5/2/2024,5/1/2024,53
115,1,Client_088,Pro License,2861.550049,Won,5/12/2024,5/1/2024,40
116,1,Client_046,Support Contract,132.0800018,Won,5/22/2024,5/1/2024,27
117,1,Client_080,Pro License,585.6699829,Won,5/28/2024,5/1/2024,66
118,1,Client_023,Consulting Package,163.8200073,Won,5/8/2024,5/1/2024,34
119,1,Client_095,Starter Pack,5190.109863,Won,5/1/2024,5/1/2024,36
120,1,Client_086,Pro License,1936.02002,Won,5/26/2024,5/1/2024,66
121,1,Client_090,Enterprise Suite,3644.5,Won,5/9/2024,5/1/2024,34
122,1,Client_061,Pro License,12215.74023,Won,5/13/2024,5/1/2024,18
123,1,Client_045,Starter Pack,1470.949951,Won,5/7/2024,5/1/2024,72
124,1,Client_029,Enterprise Suite,2710.050049,Won,5/27/2024,5/1/2024,43
125,1,Client_052,Starter Pack,7226.790039,Won,5/22/2024,5/1/2024,38
126,1,Client_099,Starter Pack,1332.780029,Won,5/9/2024,5/1/2024,22
127,1,Client_052,Support Contract,410.9299927,Won,5/12/2024,5/1/2024,79
128,1,Client_015,Starter Pack,1755.160034,Won,5/11/2024,5/1/2024,17
129,1,Client_034,Enterprise Suite,901.8900146,Won,5/6/2024,5/1/2024,88
130,1,Client_056,Starter Pack,13619.71973,Won,5/4/2024,5/1/2024,90
131,1,Client_041,Consulting Package,0,Lost,5/24/2024,5/1/2024,52
132,1,Client_015,Consulting Package,0,Lost,5/17/2024,5/1/2024,50
133,1,Client_033,Enterprise Suite,0,Lost,5/7/2024,5/1/2024,59
134,1,Client_001,Support Contract,0,Lost,5/14/2024,5/1/2024,48
135,1,Client_093,Pro License,0,Lost,5/22/2024,5/1/2024,37
136,1,Client_009,Starter Pack,0,Lost,5/14/2024,5/1/2024,53
137,1,Client_085,Enterprise Suite,0,Lost,5/11/2024,5/1/2024,60
138,1,Client_065,Starter Pack,0,Lost,5/10/2024,5/1/2024,56
139,1,Client_042,Consulting Package,0,Lost,5/14/2024,5/1/2024,58
140,1,Client_017,Pro License,8022.680176,Won,6/10/2024,6/1/2024,84
141,1,Client_087,Pro License,1017.619995,Won,6/14/2024,6/1/2024,62
142,1,Client_039,Consulting Package,10993.50977,Won,6/20/2024,6/1/2024,86
143,1,Client_039,Starter Pack,3819.709961,Won,6/18/2024,6/1/2024,14
144,1,Client_075,Support Contract,8118.180176,Won,6/7/2024,6/1/2024,69
145,1,Client_060,Consulting Package,11158.25,Won,6/21/2024,6/1/2024,55
146,1,Client_066,Consulting Package,1886.109985,Won,6/15/2024,6/1/2024,41
147,1,Client_085,Enterprise Suite,574.5700073,Won,6/26/2024,6/1/2024,35
148,1,Client_085,Support Contract,1274.819946,Won,6/10/2024,6/1/2024,79
149,1,Client_097,Pro License,2745.199951,Won,6/11/2024,6/1/2024,25
150,1,Client_029,Pro License,8396.519531,Won,6/22/2024,6/1/2024,53
151,1,Client_006,Pro License,9714.839844,Won,6/5/2024,6/1/2024,17
152,1,Client_059,Consulting Package,34.38000107,Won,6/16/2024,6/1/2024,23
153,1,Client_025,Consulting Package,3522.929932,Won,6/21/2024,6/1/2024,87
154,1,Client_032,Pro License,2662.47998,Won,6/16/2024,6/1/2024,65
155,1,Client_097,Enterprise Suite,1237.76001,Won,6/21/2024,6/1/2024,14
156,1,Client_029,Pro License,629.210022,Won,6/25/2024,6/1/2024,68
157,1,Client_060,Enterprise Suite,2029.900024,Won,6/26/2024,6/1/2024,80
158,1,Client_016,Consulting Package,14109.54004,Won,6/18/2024,6/1/2024,45
159,1,Client_086,Support Contract,1923.819946,Won,6/5/2024,6/1/2024,73
160,1,Client_041,Consulting Package,3604.620117,Won,6/18/2024,6/1/2024,90
161,1,Client_055,Support Contract,5983.049805,Won,6/20/2024,6/1/2024,78
162,1,Client_021,Consulting Package,0,Lost,6/15/2024,6/1/2024,42
163,1,Client_097,Pro License,0,Lost,6/9/2024,6/1/2024,54
164,1,Client_099,Support Contract,0,Lost,6/9/2024,6/1/2024,45
165,1,Client_031,Starter Pack,0,Lost,6/21/2024,6/1/2024,42
166,1,Client_092,Starter Pack,0,Lost,6/3/2024,6/1/2024,29
167,1,Client_043,Starter Pack,0,Lost,6/9/2024,6/1/2024,48
168,1,Client_018,Pro License,0,Lost,6/3/2024,6/1/2024,28
169,1,Client_089,Pro License,0,Lost,6/13/2024,6/1/2024,59
170,1,Client_009,Consulting Package,0,Lost,6/7/2024,6/1/2024,40
171,1,Client_070,Consulting Package,0,Lost,6/11/2024,6/1/2024,40
172,1,Client_054,Consulting Package,1979.910034,Won,7/2/2024,7/1/2024,40
173,1,Client_090,Enterprise Suite,4693.839844,Won,7/25/2024,7/1/2024,88
174,1,Client_049,Consulting Package,2443.169922,Won,7/28/2024,7/1/2024,87
175,1,Client_039,Consulting Package,2288.350098,Won,7/1/2024,7/1/2024,59
176,1,Client_069,Support Contract,256.5400085,Won,7/28/2024,7/1/2024,67
177,1,Client_063,Pro License,6419.629883,Won,7/26/2024,7/1/2024,42
178,1,Client_063,Enterprise Suite,4767.970215,Won,7/9/2024,7/1/2024,69
179,1,Client_086,Consulting Package,360.75,Won,7/13/2024,7/1/2024,57
180,1,Client_060,Pro License,2229.48999,Won,7/24/2024,7/1/2024,35
181,1,Client_004,Consulting Package,16305.92969,Won,7/20/2024,7/1/2024,82
182,1,Client_085,Enterprise Suite,1869.319946,Won,7/19/2024,7/1/2024,86
183,1,Client_018,Consulting Package,1068.449951,Won,7/3/2024,7/1/2024,68
184,1,Client_034,Consulting Package,4588.810059,Won,7/6/2024,7/1/2024,20
185,1,Client_059,Starter Pack,28969.0293,Won,7/11/2024,7/1/2024,41
186,1,Client_036,Consulting Package,1891.73999,Won,7/11/2024,7/1/2024,62
187,1,Client_061,Enterprise Suite,7611.850098,Won,7/9/2024,7/1/2024,24
188,1,Client_007,Starter Pack,9787.459961,Won,7/24/2024,7/1/2024,83
189,1,Client_100,Enterprise Suite,1852.069946,Won,7/8/2024,7/1/2024,22
190,1,Client_032,Pro License,8892.330078,Won,7/25/2024,7/1/2024,17
191,1,Client_003,Support Contract,0,Lost,7/27/2024,7/1/2024,23
192,1,Client_017,Consulting Package,0,Lost,7/8/2024,7/1/2024,56
193,1,Client_073,Pro License,0,Lost,7/4/2024,7/1/2024,43
194,1,Client_033,Starter Pack,0,Lost,7/23/2024,7/1/2024,24
195,1,Client_078,Enterprise Suite,0,Lost,7/20/2024,7/1/2024,24
196,1,Client_014,Support Contract,0,Lost,7/10/2024,7/1/2024,15
197,1,Client_074,Consulting Package,0,Lost,7/10/2024,7/1/2024,39
198,1,Client_026,Enterprise Suite,0,Lost,7/23/2024,7/1/2024,51
199,1,Client_081,Pro License,0,Lost,7/23/2024,7/1/2024,20
200,1,Client_099,Starter Pack,0,Lost,7/23/2024,7/1/2024,57
201,1,Client_073,Enterprise Suite,6784.069824,Won,8/20/2024,8/1/2024,29
202,1,Client_055,Starter Pack,836.5700073,Won,8/12/2024,8/1/2024,82
203,1,Client_083,Starter Pack,15945.12012,Won,8/3/2024,8/1/2024,78
204,1,Client_063,Enterprise Suite,3419.600098,Won,8/1/2024,8/1/2024,67
205,1,Client_082,Consulting Package,1824.959961,Won,8/14/2024,8/1/2024,60
206,1,Client_056,Pro License,368.0299988,Won,8/23/2024,8/1/2024,33
207,1,Client_084,Starter Pack,7901.450195,Won,8/24/2024,8/1/2024,80
208,1,Client_100,Consulting Package,10006.12988,Won,8/20/2024,8/1/2024,82
209,1,Client_094,Support Contract,147.8699951,Won,8/15/2024,8/1/2024,69
210,1,Client_032,Enterprise Suite,6344.209961,Won,8/9/2024,8/1/2024,55
211,1,Client_032,Consulting Package,2270.449951,Won,8/9/2024,8/1/2024,71
212,1,Client_044,Enterprise Suite,9159.860352,Won,8/19/2024,8/1/2024,62
213,1,Client_024,Consulting Package,1693.880005,Won,8/16/2024,8/1/2024,55
214,1,Client_034,Starter Pack,10380.62012,Won,8/7/2024,8/1/2024,59
215,1,Client_090,Starter Pack,4322.640137,Won,8/9/2024,8/1/2024,90
216,1,Client_002,Support Contract,0,Lost,8/18/2024,8/1/2024,26
217,1,Client_031,Consulting Package,0,Lost,8/3/2024,8/1/2024,45
218,1,Client_098,Pro License,0,Lost,8/18/2024,8/1/2024,58
219,1,Client_083,Consulting Package,0,Lost,8/16/2024,8/1/2024,42
220,1,Client_003,Enterprise Suite,0,Lost,8/26/2024,8/1/2024,32
221,1,Client_052,Pro License,0,Lost,8/8/2024,8/1/2024,33
222,1,Client_075,Starter Pack,0,Lost,8/22/2024,8/1/2024,44
223,1,Client_045,Consulting Package,465.9700012,Won,9/18/2024,9/1/2024,81
224,1,Client_043,Starter Pack,10005.44043,Won,9/24/2024,9/1/2024,84
225,1,Client_035,Starter Pack,8118.02002,Won,9/23/2024,9/1/2024,72
226,1,Client_016,Pro License,1154.170044,Won,9/9/2024,9/1/2024,43
227,1,Client_096,Support Contract,4173.509766,Won,9/11/2024,9/1/2024,29
228,1,Client_025,Pro License,6574.950195,Won,9/25/2024,9/1/2024,37
229,1,Client_036,Support Contract,3134.23999,Won,9/24/2024,9/1/2024,75
230,1,Client_077,Starter Pack,2918.149902,Won,9/25/2024,9/1/2024,81
231,1,Client_038,Pro License,1071.180054,Won,9/4/2024,9/1/2024,38
232,1,Client_039,Enterprise Suite,378.0799866,Won,9/12/2024,9/1/2024,36
233,1,Client_017,Starter Pack,8801.980469,Won,9/23/2024,9/1/2024,82
234,1,Client_071,Starter Pack,8924.44043,Won,9/2/2024,9/1/2024,20
235,1,Client_082,Consulting Package,3879.120117,Won,9/23/2024,9/1/2024,30
236,1,Client_074,Starter Pack,1601.859985,Won,9/4/2024,9/1/2024,15
237,1,Client_057,Starter Pack,1661.910034,Won,9/16/2024,9/1/2024,75
238,1,Client_033,Consulting Package,5008.02002,Won,9/6/2024,9/1/2024,20
239,1,Client_052,Consulting Package,8798.019531,Won,9/4/2024,9/1/2024,22
240,1,Client_081,Enterprise Suite,8438.349609,Won,9/3/2024,9/1/2024,87
241,1,Client_073,Starter Pack,5855.660156,Won,9/5/2024,9/1/2024,33
242,1,Client_016,Support Contract,3974.449951,Won,9/3/2024,9/1/2024,45
243,1,Client_078,Support Contract,340.0400085,Won,9/25/2024,9/1/2024,67
244,1,Client_100,Support Contract,682.0499878,Won,9/26/2024,9/1/2024,42
245,1,Client_058,Consulting Package,0,Lost,9/13/2024,9/1/2024,33
246,1,Client_076,Consulting Package,0,Lost,9/28/2024,9/1/2024,33
247,1,Client_080,Enterprise Suite,0,Lost,9/19/2024,9/1/2024,53
248,1,Client_013,Pro License,0,Lost,9/24/2024,9/1/2024,54
249,1,Client_034,Enterprise Suite,0,Lost,9/7/2024,9/1/2024,24
250,1,Client_023,Support Contract,0,Lost,9/8/2024,9/1/2024,18
251,1,Client_001,Consulting Package,0,Lost,9/6/2024,9/1/2024,42
252,1,Client_061,Starter Pack,544.8300171,Won,10/23/2024,10/1/2024,90
253,1,Client_037,Starter Pack,5546,Won,10/2/2024,10/1/2024,43
254,1,Client_010,Pro License,25.84000015,Won,10/23/2024,10/1/2024,72
255,1,Client_085,Pro License,892.710022,Won,10/9/2024,10/1/2024,89
256,1,Client_070,Pro License,4051.689941,Won,10/14/2024,10/1/2024,28
257,1,Client_035,Pro License,5994.879883,Won,10/21/2024,10/1/2024,33
258,1,Client_022,Starter Pack,5374.299805,Won,10/3/2024,10/1/2024,21
259,1,Client_037,Consulting Package,1293.109985,Won,10/20/2024,10/1/2024,86
260,1,Client_089,Starter Pack,6341.649902,Won,10/4/2024,10/1/2024,73
261,1,Client_035,Support Contract,1379.030029,Won,10/23/2024,10/1/2024,65
262,1,Client_057,Enterprise Suite,2004.390015,Won,10/18/2024,10/1/2024,77
263,1,Client_056,Starter Pack,6988.029785,Won,10/20/2024,10/1/2024,19
264,1,Client_004,Enterprise Suite,5340.350098,Won,10/20/2024,10/1/2024,46
265,1,Client_076,Enterprise Suite,9633.820313,Won,10/8/2024,10/1/2024,87
266,1,Client_074,Enterprise Suite,5457.660156,Won,10/25/2024,10/1/2024,48
267,1,Client_061,Support Contract,4277.5,Won,10/25/2024,10/1/2024,36
268,1,Client_036,Pro License,500.8299866,Won,10/21/2024,10/1/2024,70
269,1,Client_082,Consulting Package,2334.25,Won,10/19/2024,10/1/2024,69
270,1,Client_045,Consulting Package,1569.150024,Won,10/3/2024,10/1/2024,74
271,1,Client_086,Enterprise Suite,1424.22998,Won,10/11/2024,10/1/2024,55
272,1,Client_043,Consulting Package,18393.83984,Won,10/28/2024,10/1/2024,34
273,1,Client_037,Consulting Package,2542.879883,Won,10/23/2024,10/1/2024,77
274,1,Client_098,Support Contract,0,Lost,10/27/2024,10/1/2024,16
275,1,Client_012,Starter Pack,0,Lost,10/15/2024,10/1/2024,30
276,1,Client_015,Consulting Package,0,Lost,10/11/2024,10/1/2024,46
277,1,Client_001,Support Contract,0,Lost,10/27/2024,10/1/2024,43
278,1,Client_007,Pro License,0,Lost,10/14/2024,10/1/2024,47
279,1,Client_080,Consulting Package,0,Lost,10/12/2024,10/1/2024,54
280,1,Client_098,Enterprise Suite,0,Lost,10/15/2024,10/1/2024,27
281,1,Client_071,Pro License,0,Lost,10/9/2024,10/1/2024,32
282,1,Client_090,Consulting Package,0,Lost,10/15/2024,10/1/2024,21
283,1,Client_081,Support Contract,0,Lost,10/1/2024,10/1/2024,29
284,1,Client_040,Support Contract,2623.830078,Won,11/23/2024,11/1/2024,34
285,1,Client_053,Enterprise Suite,3231.379883,Won,11/1/2024,11/1/2024,84
286,1,Client_060,Enterprise Suite,2548.169922,Won,11/8/2024,11/1/2024,28
287,1,Client_064,Starter Pack,816.0200195,Won,11/21/2024,11/1/2024,33
288,1,Client_054,Consulting Package,4815.240234,Won,11/17/2024,11/1/2024,48
289,1,Client_059,Support Contract,1238.130005,Won,11/16/2024,11/1/2024,45
290,1,Client_025,Support Contract,92.48000336,Won,11/5/2024,11/1/2024,63
291,1,Client_009,Starter Pack,3895.610107,Won,11/17/2024,11/1/2024,31
292,1,Client_044,Support Contract,732.3099976,Won,11/25/2024,11/1/2024,67
293,1,Client_037,Starter Pack,10598.0498,Won,11/9/2024,11/1/2024,14
294,1,Client_075,Consulting Package,11561.58008,Won,11/27/2024,11/1/2024,89
295,1,Client_058,Support Contract,9254.75,Won,11/28/2024,11/1/2024,33
296,1,Client_043,Support Contract,1736.689941,Won,11/16/2024,11/1/2024,58
297,1,Client_049,Consulting Package,58.52000046,Won,11/25/2024,11/1/2024,83
298,1,Client_090,Pro License,9900.950195,Won,11/11/2024,11/1/2024,38
299,1,Client_030,Consulting Package,2099.780029,Won,11/19/2024,11/1/2024,63
300,1,Client_096,Consulting Package,12776.0498,Won,11/2/2024,11/1/2024,54
301,1,Client_050,Pro License,12448.82031,Won,11/23/2024,11/1/2024,62
302,1,Client_017,Support Contract,7203.109863,Won,11/16/2024,11/1/2024,18
303,1,Client_013,Consulting Package,1310.26001,Won,11/19/2024,11/1/2024,56
304,1,Client_059,Enterprise Suite,1826.869995,Won,11/4/2024,11/1/2024,81
305,1,Client_053,Pro License,7155.549805,Won,11/24/2024,11/1/2024,32
306,1,Client_061,Starter Pack,0,Lost,11/3/2024,11/1/2024,35
307,1,Client_089,Consulting Package,0,Lost,11/20/2024,11/1/2024,55
308,1,Client_043,Support Contract,0,Lost,11/3/2024,11/1/2024,38
309,1,Client_081,Consulting Package,0,Lost,11/11/2024,11/1/2024,48
310,1,Client_080,Enterprise Suite,0,Lost,11/2/2024,11/1/2024,29
311,1,Client_088,Starter Pack,0,Lost,11/21/2024,11/1/2024,28
312,1,Client_012,Consulting Package,0,Lost,11/24/2024,11/1/2024,20
313,1,Client_082,Enterprise Suite,0,Lost,11/25/2024,11/1/2024,42
314,1,Client_089,Starter Pack,0,Lost,11/6/2024,11/1/2024,15
315,1,Client_042,Enterprise Suite,0,Lost,11/2/2024,11/1/2024,32
316,1,Client_056,Pro License,10709.17969,Won,12/12/2024,12/1/2024,61
317,1,Client_053,Support Contract,4635.189941,Won,12/8/2024,12/1/2024,81
318,1,Client_022,Pro License,3285.639893,Won,12/22/2024,12/1/2024,37
319,1,Client_080,Pro License,397.9100037,Won,12/3/2024,12/1/2024,62
320,1,Client_019,Pro License,3715.429932,Won,12/16/2024,12/1/2024,88
321,1,Client_059,Starter Pack,17946.26953,Won,12/15/2024,12/1/2024,46
322,1,Client_060,Starter Pack,587.4500122,Won,12/22/2024,12/1/2024,15
323,1,Client_021,Enterprise Suite,2843.389893,Won,12/22/2024,12/1/2024,83
324,1,Client_076,Starter Pack,8168.660156,Won,12/15/2024,12/1/2024,58
325,1,Client_089,Starter Pack,5254.899902,Won,12/21/2024,12/1/2024,68
326,1,Client_026,Consulting Package,4647.839844,Won,12/15/2024,12/1/2024,52
327,1,Client_014,Pro License,4718.72998,Won,12/28/2024,12/1/2024,75
328,1,Client_046,Support Contract,1734.040039,Won,12/13/2024,12/1/2024,87
329,1,Client_003,Consulting Package,1352.859985,Won,12/10/2024,12/1/2024,51
330,1,Client_073,Enterprise Suite,6451.189941,Won,12/9/2024,12/1/2024,15
331,1,Client_037,Pro License,6466.580078,Won,12/20/2024,12/1/2024,77
332,1,Client_029,Pro License,7854.709961,Won,12/20/2024,12/1/2024,59
333,1,Client_087,Pro License,9515.469727,Won,12/20/2024,12/1/2024,46
334,1,Client_081,Enterprise Suite,2787.330078,Won,12/21/2024,12/1/2024,26
335,1,Client_057,Enterprise Suite,0,Lost,12/10/2024,12/1/2024,51
336,1,Client_094,Pro License,0,Lost,12/12/2024,12/1/2024,19
337,1,Client_042,Consulting Package,0,Lost,12/10/2024,12/1/2024,25
338,1,Client_017,Support Contract,0,Lost,12/7/2024,12/1/2024,37
339,1,Client_065,Starter Pack,0,Lost,12/17/2024,12/1/2024,24
340,1,Client_062,Starter Pack,0,Lost,12/9/2024,12/1/2024,35
341,1,Client_015,Consulting Package,0,Lost,12/26/2024,12/1/2024,18
342,2,Client_087,Consulting Package,7842.959961,Won,1/5/2024,1/1/2024,42
343,2,Client_047,Enterprise Suite,10292.41016,Won,1/28/2024,1/1/2024,85
344,2,Client_002,Starter Pack,14300.88965,Won,1/26/2024,1/1/2024,64
345,2,Client_059,Starter Pack,2672.409912,Won,1/18/2024,1/1/2024,29
346,2,Client_075,Consulting Package,3051.120117,Won,1/22/2024,1/1/2024,47
347,2,Client_014,Pro License,639.4400024,Won,1/27/2024,1/1/2024,61
348,2,Client_080,Support Contract,5593.919922,Won,1/16/2024,1/1/2024,17
349,2,Client_083,Enterprise Suite,237.1499939,Won,1/11/2024,1/1/2024,42
